ID,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Churn
1511,92,Renew,0,0,1,265.6,82,61,9.04,8.6,Tidak
1512,70,Renew,0,0,1,197.3,91,60,15.29,6.7,Tidak
1513,22,Renew,1,1.13,1,199.1,100,64.3,11.09,4.2,Tidak
1514,37,Renew,0,0,2,233.7,114,58,10.4,12,Tidak
1515,51,Renew,0,0,1,183.1,99,45,8.01,7,Tidak
1516,174,Renew,0,0.22,2,139.4,96,38.2,7.17,10,Tidak
1517,68,Renew,0,0.21,1,213.9,112,61.1,13.03,8.4,Ya
1518,130,Renew,0,0,1,207.1,70,53,10.01,12.4,Tidak
1519,104,Renew,0,0,2,139.7,78,41,10.13,11.3,Tidak
1520,134,Renew,0,0.35,2,177.2,91,53.5,11.44,8.9,Tidak
1521,108,Renew,1,2.57,2,169.8,136,69.7,8.69,9.5,Tidak
1522,103,Renew,0,0,3,173.5,83,51,12.22,9.7,Tidak
1523,62,Renew,0,0.29,1,159.9,100,44.9,8.61,5.6,Tidak
1524,162,Renew,0,0.28,2,115.1,89,39.8,9.84,11.4,Tidak
1525,93,Renew,1,3.38,2,136.8,113,72.8,8.98,12.5,Tidak
1526,42,Renew,0,0,1,92.2,108,34,10.56,13.1,Tidak
1527,155,Renew,1,3.62,2,243.9,112,89.2,6.65,13.4,Tidak
1528,36,Renew,0,0,0,117.1,94,40,11.77,9,Tidak
1529,143,Renew,0,0,0,223.3,99,53,8.36,4.5,Ya
1530,197,Renew,0,0.24,3,154.8,111,43.4,8.58,10.6,Tidak
1531,81,Renew,0,0,1,261.4,141,63,10.79,8,Ya
1532,138,NotRenew,0,0,4,46.5,104,24,9.3,9.6,Ya
1533,103,Renew,1,3.11,0,149.9,84,72.1,8.55,11.5,Ya
1534,127,NotRenew,0,0,2,242.2,102,61,11.31,13.9,Ya
1535,136,Renew,0,0.31,1,259.4,99,62.1,8.64,10.7,Ya
1536,99,Renew,0,0.33,2,222.4,102,57.3,9.29,12,Tidak
1537,95,Renew,0,0,0,69.4,79,29,9.54,8.9,Tidak
1538,118,NotRenew,1,3,4,156.5,122,75,10.46,11.1,Ya
1539,113,Renew,0,0,5,61.2,111,19,4.62,13.7,Ya
1540,128,NotRenew,0,0,0,245.2,112,51,5.08,10.7,Tidak
1541,117,Renew,0,0,3,102.3,100,29,6.76,15.7,Tidak
1542,48,Renew,1,2.05,3,230.9,92,74.5,8.38,7.6,Tidak
1543,81,NotRenew,0,0.25,0,227.4,105,59.5,10.58,11.9,Tidak
1544,57,Renew,0,0.19,1,192.8,68,48.9,7.9,12.7,Tidak
1545,140,Renew,0,0.26,1,162.6,98,48.6,10.31,8.2,Tidak
1546,107,Renew,1,2.97,2,219.4,92,82.7,9.03,11,Tidak
1547,56,Renew,0,0,1,137.2,111,38,8.3,14.3,Tidak
1548,159,Renew,0,0,1,87.7,103,39,13.91,10.5,Tidak
1549,102,Renew,0,0.33,1,271.1,80,64.3,8.6,10.3,Tidak
1550,107,Renew,0,0,1,103.4,94,34,9.47,14.4,Tidak
1551,106,Renew,0,0.24,2,52.2,106,30.4,11.01,11.4,Tidak
1552,225,Renew,0,0.3,0,165.4,106,55,13.69,8.7,Ya
1553,75,Renew,0,0,2,147.5,110,42,9.59,16.4,Tidak
1554,86,Renew,0,0,0,217.8,93,56,10.74,11.3,Tidak
1555,169,Renew,0,0,1,235.7,79,52,6.85,13.3,Tidak
1556,122,Renew,1,2.32,2,204.5,92,70.2,6.98,8.6,Tidak
1557,106,Renew,0,0,0,178.4,143,52,12.35,9.6,Tidak
1558,52,Renew,1,3.65,2,130.1,68,80.5,12.36,13.5,Tidak
1559,79,Renew,1,4,2,103.7,100,78,11.82,14.8,Tidak
1560,135,Renew,0,0.17,2,239.9,91,57.7,8.86,5.9,Tidak
1561,70,Renew,0,0,0,148.4,110,48,13.36,8.9,Tidak
1562,80,Renew,0,0,2,148.6,106,44,10.54,10,Tidak
1563,37,Renew,0,0,0,191.1,69,44,6.46,12.9,Tidak
1564,161,Renew,1,1.97,1,218.5,76,66.7,5.64,7.3,Tidak
1565,137,Renew,0,0.36,1,97.5,95,37.6,9.79,0,Tidak
1566,123,Renew,0,0,0,128.7,126,32,5.88,10.8,Tidak
1567,80,Renew,1,2.57,2,236.6,69,83.7,9.88,9.5,Tidak
1568,94,Renew,0,0,0,85.9,113,34,11.34,15.6,Tidak
1569,105,Renew,1,3.08,1,141.2,96,69.8,8.39,11.4,Tidak
1570,73,Renew,1,3.11,0,194.4,104,80.1,8.8,11.5,Tidak
1571,112,Renew,0,0,2,167.6,100,42,7.73,17.3,Tidak
1572,179,Renew,0,0.32,1,234.5,134,57.2,8.21,6.1,Tidak
1573,57,Renew,0,0.31,1,154.2,78,46.1,9.84,10.1,Tidak
1574,127,Renew,1,3.13,1,143.2,99,70.3,8.5,11.6,Tidak
1575,122,NotRenew,1,3.43,1,216.4,80,93.3,12.49,12.7,Tidak
1576,33,Renew,1,2.3,1,161.9,85,64,7.56,8.5,Tidak
1577,94,Renew,0,0,3,118.7,90,38,10.26,10.4,Tidak
1578,100,Renew,0,0,1,179.1,123,48,9.83,10.2,Tidak
1579,106,Renew,0,0,2,147.9,97,43,10.47,8.8,Tidak
1580,148,Renew,1,4.46,2,209.2,110,90.6,5.83,16.5,Tidak
1581,120,Renew,1,2.86,0,244.3,140,97.6,16.12,10.6,Tidak
1582,91,Renew,1,1.51,1,175.3,96,68.1,13.12,5.6,Tidak
1583,86,Renew,0,0,1,150.5,92,36,6.02,9,Tidak
1584,78,Renew,1,3.56,0,197.4,73,94.6,14.79,13.2,Tidak
1585,94,Renew,0,0,1,163.5,136,41,7.19,12.6,Tidak
1586,85,Renew,0,0,2,236.9,93,58,9.89,11.4,Ya
1587,89,Renew,0,0,1,82.3,77,29,8.36,7.2,Tidak
1588,128,Renew,0,0,1,216,111,50,7.69,12.7,Tidak
1589,115,NotRenew,0,0,1,180,119,48,9.94,12.4,Tidak
1590,76,Renew,0,0,1,143.7,55,40,8.66,5.8,Tidak
1591,75,Renew,1,3.05,1,198.2,107,88.5,14.02,11.3,Tidak
1592,90,Renew,1,3,2,185.6,106,81,10.99,11.1,Tidak
1593,30,Renew,0,0,3,137.6,108,38,8.1,5.8,Tidak
1594,105,NotRenew,0,0,1,273.9,119,71,13.93,10.9,Ya
1595,102,Renew,1,1.7,3,125.3,92,51,7.06,6.3,Tidak
1596,83,Renew,0,0,3,178.8,102,45,8.4,8.6,Tidak
1597,63,Renew,1,2.21,0,214.9,86,76.1,9.91,8.2,Tidak
1598,155,Renew,0,0,2,163,93,46,10.2,15.1,Tidak
1599,82,Renew,1,2.38,2,163.8,77,63.8,6.75,8.8,Tidak
1600,87,Renew,0,0,1,189.5,113,50,10.25,13.4,Tidak
1601,115,Renew,1,1.22,0,155.2,110,59.2,11.55,4.5,Tidak
1602,99,NotRenew,0,0,0,242.3,102,72,17.55,11.3,Ya
1603,121,NotRenew,1,2.35,3,254.1,127,82.5,9.01,8.7,Tidak
1604,54,Renew,1,3.05,2,112,90,67.5,10.4,11.3,Tidak
1605,105,Renew,0,0.24,3,115.5,73,45.4,13.37,13.3,Tidak
1606,73,Renew,0,0.34,1,137.1,102,45.4,10.54,11.1,Tidak
1607,95,Renew,0,0,0,198.4,113,54,11.8,10.1,Tidak
1608,21,Renew,1,3.48,3,132.7,94,74.8,10.23,12.9,Tidak
1609,163,Renew,1,3.73,2,219.6,99,93.3,10.52,13.8,Tidak
1610,57,Renew,0,0,0,169.6,96,49,11.74,11.2,Tidak
1611,104,NotRenew,0,0,4,160.4,73,53,14.7,12.6,Tidak
1612,83,Renew,1,3.02,0,95,89,61.2,8.4,11.2,Tidak
1613,141,Renew,0,0.24,2,160.1,87,52.4,12.84,7,Tidak
1614,95,Renew,0,0,3,194.6,114,53,11.64,3.8,Tidak
1615,184,Renew,0,0,1,236.4,73,65,14.37,13.8,Ya
1616,74,Renew,0,0,2,157.1,95,45,10.66,7.6,Tidak
1617,67,Renew,0,0,0,179.8,125,46,8.66,10.9,Tidak
1618,104,NotRenew,0,0,0,148.2,108,39,8.09,11,Tidak
1619,71,Renew,1,3.21,1,183.2,103,81.1,10.47,11.9,Tidak
1620,149,Renew,0,0,4,119.2,88,35,8.42,12.2,Ya
1621,154,Renew,1,2.59,0,224,102,80.9,9.6,9.6,Tidak
1622,138,Renew,1,2.13,0,19.5,149,37.3,7.05,7.9,Tidak
1623,117,Renew,0,0,1,184.8,83,53,12.43,9.6,Tidak
1624,130,Renew,0,0,1,176.3,140,48,10.05,11.3,Tidak
1625,73,Renew,0,0,2,241.7,115,56,8.43,11.1,Tidak
1626,100,Renew,1,2.65,0,224.7,121,90.5,14.7,9.8,Tidak
1627,149,Renew,0,0.37,1,207.3,115,56.7,9.92,8.6,Tidak
1628,29,Renew,0,0,2,196.8,81,48,8.4,12.7,Tidak
1629,131,Renew,0,0,1,110.9,74,29,5.78,15.8,Tidak
1630,153,Renew,0,0,2,122.5,145,45,13.67,8,Tidak
1631,84,Renew,0,0.14,2,226.9,144,57.4,10.08,13.2,Tidak
1632,133,Renew,0,0,2,187,65,44,7.07,10,Tidak
1633,112,Renew,0,0,0,170.5,113,46,9.66,11.2,Tidak
1634,87,Renew,0,0,0,204.8,101,49,8.05,9.5,Tidak
1635,72,Renew,0,0,2,165.9,114,49,11.8,12,Tidak
1636,66,Renew,0,0,4,154,133,44,9.95,9.5,Ya
1637,65,Renew,1,2.4,1,158.1,104,79,16.11,8.9,Tidak
1638,74,Renew,0,0.45,2,225.2,93,61.5,10.76,9.1,Tidak
1639,116,Renew,0,0,6,159.4,79,43,8.98,9.7,Ya
1640,68,Renew,0,0.2,2,172.7,95,44,6.96,11.7,Tidak
1641,68,Renew,0,0.11,3,222.8,99,54.1,8.79,11,Tidak
1642,54,NotRenew,0,0,1,214.1,77,57,12.03,10.1,Tidak
1643,99,Renew,0,0,1,54.8,92,25,8.65,7.5,Tidak
1644,107,Renew,0,0,3,134,104,38,8.73,7.3,Tidak
1645,124,Renew,0,0,1,184.8,74,47,8.76,10.5,Tidak
1646,95,Renew,1,3.05,3,283.1,112,103.5,14.31,11.3,Tidak
1647,173,Renew,0,0,0,291.8,143,68,10.72,9.9,Ya
1648,110,Renew,0,0.3,1,222.7,94,50,5.29,13.5,Tidak
1649,102,Renew,0,0,0,174.5,79,50,11.84,8.5,Tidak
1650,130,Renew,0,0,0,68.4,86,29,9.67,10.4,Tidak
1651,91,Renew,1,2.59,1,273,78,90.9,10.78,9.6,Tidak
1652,64,NotRenew,0,0,1,225.3,134,48,5.41,17.3,Ya
1653,176,Renew,1,1.94,1,283.2,130,81.4,8.13,7.2,Tidak
1654,93,NotRenew,0,0,1,131.4,78,42,10.99,11.1,Ya
1655,84,Renew,1,2.89,1,89.7,87,56.9,6.93,10.7,Tidak
1656,138,Renew,0,0,3,127.1,102,43,12.39,5,Tidak
1657,101,Renew,1,2.89,1,105.9,132,66.9,11.59,10.7,Tidak
1658,136,Renew,0,0.3,2,142.3,79,41,7.9,6,Tidak
1659,111,Renew,0,0.25,2,191.3,80,47.5,6.93,6.4,Tidak
1660,132,Renew,1,3.7,0,201.9,93,85,7.82,13.7,Tidak
1661,128,Renew,0,0.36,3,247.3,91,61.6,9.14,14.7,Tidak
1662,92,Renew,1,2.4,1,242.2,96,79,7.99,8.9,Tidak
1663,197,NotRenew,0,0.12,5,127.3,80,42.2,11.12,13.7,Ya
1664,191,Renew,0,0,1,162,104,49,12.06,10.9,Tidak
1665,99,Renew,1,2.86,2,179.1,93,79.6,11.92,10.6,Tidak
1666,106,Renew,1,3.32,3,197.4,125,78.2,6.17,12.3,Tidak
1667,88,Renew,0,0.29,2,148.2,82,54.9,15.44,6.4,Tidak
1668,78,Renew,0,0,0,193.1,85,48,8.61,10.2,Tidak
1669,98,Renew,0,0.16,1,171.7,99,46.6,8.74,7.8,Tidak
1670,17,Renew,1,2.19,1,198.5,123,78.9,13.53,8.1,Tidak
1671,56,Renew,1,3.43,1,121.7,87,71.3,9.2,12.7,Tidak
1672,84,Renew,0,0.16,2,130.2,105,47.6,13.9,14,Tidak
1673,95,Renew,0,0,2,203.4,96,49,8.43,13.7,Tidak
1674,16,Renew,0,0,5,174.7,83,54,14.04,10.5,Tidak
1675,76,NotRenew,0,0.34,1,241,120,64.4,11.59,9.9,Ya
1676,93,Renew,0,0.21,0,141.7,95,45.1,11.05,10.2,Tidak
1677,83,Renew,0,0,2,134.8,96,38,8.36,7.7,Tidak
1678,123,Renew,0,0,1,163.1,119,49,12.47,9,Tidak
1679,64,Renew,0,0.31,1,145.5,116,48.1,11.42,8.9,Tidak
1680,82,Renew,0,0,0,329.8,73,74,10.42,10.6,Ya
1681,107,Renew,0,0,2,194.5,97,49,9.32,12.7,Tidak
1682,110,Renew,0,0,1,131.9,93,46,13.64,7.1,Tidak
1683,96,Renew,1,2.3,1,150,91,63,7.97,8.5,Tidak
1684,47,Renew,1,3.48,2,196.6,93,88.8,12.07,12.9,Tidak
1685,115,Renew,0,0,2,99.7,107,30,7.26,14.1,Tidak
1686,69,Renew,0,0.27,3,143.6,88,39.7,7.09,10.8,Tidak
1687,163,Renew,1,3.32,2,231.9,56,91.2,10.59,12.3,Tidak
1688,90,Renew,0,0,3,37.8,80,20,7.77,14.2,Tidak
1689,98,Renew,0,0,3,72.8,107,29,9.32,10.5,Tidak
1690,90,Renew,1,3.08,1,94.8,89,65.8,10.96,11.4,Tidak
1691,174,Renew,1,3.35,1,221.8,143,89.5,10.53,12.4,Tidak
1692,95,Renew,0,0,2,269,120,66,11.69,7.3,Ya
1693,79,Renew,0,0.31,1,268.3,114,65.1,9.28,6.3,Ya
1694,123,Renew,1,3.38,1,198.7,127,88.8,12.45,12.5,Tidak
1695,99,Renew,0,0,7,115.5,75,39,10.91,11.5,Ya
1696,114,Renew,0,0,2,202.1,100,51,9.79,13.3,Tidak
1697,141,Renew,0,0,1,215.6,113,54,10.03,12.4,Tidak
1698,132,Renew,0,0,1,169.9,107,47,10.47,11.5,Tidak
1699,133,Renew,0,0,0,201.7,85,49,8.47,6,Tidak
1700,133,Renew,0,0,4,221.1,133,52,8.01,8.4,Tidak
1701,93,Renew,1,2.54,2,218.7,117,72.4,5.75,9.4,Tidak
1702,34,Renew,0,0.29,2,293.7,89,76.9,13.63,11,Ya
1703,140,Renew,0,0,4,120.3,108,41,12.02,7.7,Ya
1704,96,Renew,1,3,2,175.8,96,78,10.33,11.1,Tidak
1705,144,Renew,0,0,1,278.5,95,68,12.04,11.6,Ya
1706,24,Renew,1,1.94,3,236.3,105,76.4,9.54,7.2,Tidak
1707,54,Renew,0,0,1,273.8,113,57,5.98,11.7,Tidak
1708,50,Renew,0,0,5,131.1,129,36,8.03,5.6,Ya
1709,92,Renew,1,3.02,4,167.4,83,81.2,12.93,11.2,Tidak
1710,96,Renew,0,0,3,197.7,68,55,12.53,10.5,Tidak
1711,146,Renew,0,0,2,169.5,93,49,11.55,9,Tidak
1712,138,NotRenew,1,3.16,0,225.2,116,85.6,8.67,11.7,Tidak
1713,102,Renew,0,0,4,174.5,73,48,10.69,10.3,Tidak
1714,76,Renew,0,0.36,5,129.7,84,41.6,8.88,7.5,Ya
1715,99,Renew,0,0,3,200,66,44,5.4,11.4,Tidak
1716,83,Renew,1,3.59,0,95.9,87,74.9,13.08,13.3,Tidak
1717,36,Renew,1,2.46,1,152.8,110,71.6,12.14,9.1,Tidak
1718,70,Renew,0,0,1,129.9,102,40,10.44,14.3,Tidak
1719,109,NotRenew,0,0,2,268.4,85,59,7.53,9.7,Ya
1720,100,Renew,0,0,2,188.5,152,45,7.42,15.2,Tidak
1721,104,Renew,0,0.24,1,170.6,97,45.4,8.11,6.1,Tidak
1722,106,Renew,0,0,1,191.4,124,50,10.04,8.2,Tidak
1723,84,Renew,0,0,1,75.3,96,29,9,12.3,Tidak
1724,80,Renew,0,0.4,2,149.8,123,53,13.82,10.9,Tidak
1725,100,Renew,0,0,1,115.9,87,30,5.57,7.1,Tidak
1726,99,Renew,0,0,2,128.8,86,40,10.2,14.1,Tidak
1727,50,Renew,0,0,1,131.7,108,41,10.83,11,Tidak
1728,105,Renew,0,0,1,101.4,48,31,7.96,12.2,Tidak
1729,113,Renew,1,2.57,4,149,104,71.7,11.79,9.5,Tidak
1730,111,Renew,1,3.62,2,96.8,123,67.2,8.53,13.4,Tidak
1731,161,Renew,0,0,2,107.5,121,41,12.82,12.6,Tidak
1732,70,Renew,0,0,0,232.8,95,66,15.17,12.9,Ya
1733,97,Renew,1,2.24,3,121.1,105,65.4,13.01,8.3,Tidak
1734,130,Renew,0,0,0,124.3,70,45,13.54,3.5,Tidak
1735,92,Renew,0,0,1,157.7,101,53,14.93,13.8,Tidak
1736,119,Renew,0,0,0,124.3,68,39,10.36,14.8,Tidak
1737,115,Renew,0,0,1,286.4,125,67,10.29,6.9,Ya
1738,134,Renew,0,0,0,141.7,95,42,10.28,8.8,Tidak
1739,127,Renew,1,1.3,0,173,91,64,12.29,4.8,Tidak
1740,80,Renew,0,0,2,268.7,120,72,15.05,5.8,Ya
1741,153,Renew,1,2.54,0,218.5,130,74.4,6.71,9.4,Tidak
1742,85,Renew,0,0,3,255.3,114,60,9.73,3.7,Tidak
1743,79,Renew,0,0,1,41.9,124,26,10.55,11.4,Tidak
1744,35,Renew,0,0,1,260.8,87,67,12.91,5.8,Tidak
1745,120,Renew,1,2.08,0,239.4,94,83.8,12.97,7.7,Tidak
1746,68,Renew,0,0.33,0,226.7,94,56.3,8.42,10.2,Tidak
1747,60,Renew,0,0,1,179.3,147,49,10.45,13.5,Ya
1748,120,Renew,0,0,1,158,110,44,9.85,10,Tidak
1749,71,Renew,1,3.81,1,175.7,82,90.1,12.95,14.1,Tidak
1750,124,Renew,0,0,3,157.4,107,42,8.39,8.8,Tidak
1751,23,Renew,0,0,1,113.1,74,34,8.44,6.9,Ya
1752,225,Renew,0,0,1,182.7,142,53,12.33,8.8,Tidak
1753,181,NotRenew,0,0.21,0,161.3,83,40.1,6.22,14.1,Ya
1754,63,Renew,0,0,2,142.5,92,42,10.42,7.5,Tidak
1755,54,NotRenew,0,0.38,2,190.5,108,58.8,12.99,9.7,Ya
1756,80,NotRenew,1,3.21,1,159.3,110,74.1,8.53,11.9,Tidak
1757,118,NotRenew,1,2.48,1,153.8,106,61.8,6.17,9.2,Tidak
1758,42,NotRenew,0,0,2,180.7,127,46,8.73,12,Tidak
1759,134,Renew,0,0,0,202.7,105,54,11.25,12.1,Tidak
1760,66,Renew,1,2.4,0,190.8,100,79,13.07,8.9,Tidak
1761,66,Renew,0,0.31,2,205.1,102,58.1,11.64,9.2,Tidak
1762,127,Renew,1,2.08,1,235.6,124,81.8,11.84,7.7,Tidak
1763,146,Renew,0,0,0,189.3,77,46,7.8,7.4,Tidak
1764,93,Renew,1,3.11,1,166.9,101,83.1,13.66,11.5,Tidak
1765,77,Renew,0,0,0,245.2,87,64,12.71,7.5,Ya
1766,111,Renew,0,0,4,132.6,125,42,11.06,12.7,Ya
1767,125,Renew,0,0,2,182.3,64,43,6.99,11.6,Tidak
1768,115,Renew,1,2.84,2,192.3,86,69.4,4.44,10.5,Tidak
1769,115,NotRenew,0,0,2,122,110,40,11.01,10.8,Ya
1770,114,Renew,0,0,2,193,101,55,12.5,9.6,Tidak
1771,106,Renew,0,0,0,158.6,112,46,11,9.1,Tidak
1772,118,Renew,1,3.43,2,91.5,125,69.3,11,12.7,Tidak
1773,59,Renew,0,0.19,1,153.6,92,45.9,10.28,12.5,Tidak
1774,87,NotRenew,1,3.11,1,221.6,79,83.1,7.86,11.5,Tidak
1775,21,Renew,0,0.3,1,244.7,81,59,8.4,6.6,Tidak
1776,142,Renew,1,2.57,0,239.8,103,91.7,14.3,9.5,Tidak
1777,62,Renew,0,0,0,172.4,132,49,11.53,11,Tidak
1778,149,Renew,0,0,3,242.5,83,63,12.27,10,Ya
1779,54,Renew,1,3.05,2,117.6,82,64.5,7.96,11.3,Tidak
1780,112,Renew,0,0,1,174.5,127,52,12.97,11.3,Tidak
1781,68,Renew,0,0,1,157.3,83,46,11.05,12,Tidak
1782,201,Renew,1,4.08,1,192,97,93.8,11.96,15.1,Tidak
1783,88,Renew,0,0,1,218.2,76,52,8.47,8,Tidak
1784,85,Renew,1,2.94,1,144.6,97,66.4,7,10.9,Tidak
1785,51,NotRenew,0,0,0,153.6,108,46,11.65,14.1,Ya
1786,45,Renew,1,2.13,2,135.8,104,63.3,11.13,7.9,Tidak
1787,116,Renew,0,0,0,160.7,69,40,7.34,8.2,Tidak
1788,146,Renew,1,2.11,1,202.5,91,76.1,12.07,7.8,Tidak
1789,63,Renew,1,3.32,1,152.2,119,79.2,11.36,12.3,Tidak
1790,133,Renew,0,0,0,227.4,90,45,3.66,4.7,Tidak
1791,125,Renew,0,0,2,191.6,115,51,10.28,9.2,Tidak
1792,72,Renew,0,0,1,138.9,111,42,10.58,10.8,Tidak
1793,130,Renew,0,0.18,0,127,102,41.8,10.35,6.1,Tidak
1794,97,Renew,0,0,1,168.6,87,51,12.96,7.3,Tidak
1795,54,Renew,0,0,1,286.6,73,68,11.16,11.5,Ya
1796,160,Renew,1,4.1,1,164.6,121,92,13.14,15.2,Tidak
1797,79,Renew,0,0.24,1,144,90,39.4,6.79,13,Tidak
1798,92,Renew,1,2.75,0,141.6,95,69.5,10.4,10.2,Tidak
1799,59,Renew,0,0,1,204.3,65,56,12.37,12,Tidak
1800,132,Renew,0,0.32,1,163.2,80,45.2,8.38,6.2,Tidak
1801,21,Renew,0,0,0,225,110,60,12.21,10.7,Tidak
1802,93,Renew,0,0.23,2,176.1,103,49.3,9.99,8.5,Tidak
1803,147,Renew,1,3.73,5,254.2,78,100.3,11.41,13.8,Tidak
1804,101,Renew,0,0,1,174.9,105,52,13.1,8.5,Tidak
1805,125,NotRenew,0,0,0,187.3,118,46,8.04,9.6,Ya
1806,63,Renew,0,0.27,3,211.8,84,58.7,11.55,10.7,Tidak
1807,107,Renew,0,0,0,241.9,102,52,6.35,11.7,Tidak
1808,110,Renew,0,0,3,196.1,103,51,9.99,12.9,Tidak
1809,83,Renew,0,0,3,231.3,100,58,10.52,12.4,Tidak
1810,117,Renew,0,0.42,1,161.6,104,49.2,9.82,13.8,Tidak
1811,124,Renew,0,0,0,194,103,54,12.05,11.9,Tidak
1812,115,Renew,0,0,3,109.7,148,38,11.19,15.4,Tidak
1813,156,NotRenew,0,0.2,1,277,119,70,11.92,8.3,Tidak
1814,89,Renew,0,0.15,0,192.1,83,48.5,8.18,6.1,Tidak
1815,72,Renew,0,0,0,198.4,147,53,10.85,13.1,Tidak
1816,101,Renew,1,2.57,0,209.2,82,75.7,7.99,9.5,Tidak
1817,53,Renew,0,0,2,184.8,98,50,10.82,18.4,Tidak
1818,116,Renew,0,0,2,167.8,119,41,7.1,7.3,Tidak
1819,78,Renew,0,0,3,139.2,140,40,9.57,11.8,Tidak
1820,117,Renew,1,1.19,0,221.3,82,63.9,8.38,4.4,Tidak
1821,56,Renew,0,0,1,121.6,84,35,8.27,8.9,Tidak
1822,123,Renew,1,4.16,1,270.4,99,108.6,12.26,15.4,Tidak
1823,127,Renew,0,0,2,139.6,94,45,12.05,8.8,Tidak
1824,116,Renew,1,3.19,2,253,78,86.9,6.95,11.8,Tidak
1825,138,Renew,1,4.05,1,183.9,83,92.5,12.04,15,Tidak
1826,120,Renew,0,0,3,203.3,108,57,13,7.8,Tidak
1827,102,Renew,0,0,3,200.6,106,48,7.63,7.7,Tidak
1828,95,Renew,0,0,2,167.6,96,44,8.8,13.4,Tidak
1829,102,Renew,0,0,2,156.5,67,44,10.22,9.9,Tidak
1830,89,Renew,1,2.86,1,215.1,140,82.6,9.87,10.6,Tidak
1831,50,Renew,0,0.21,1,301.7,82,68.1,8.36,10.5,Tidak
1832,93,Renew,1,3.05,7,152.3,90,79.5,13.38,11.3,Tidak
1833,68,Renew,0,0,1,195.4,116,52,10.61,15.1,Tidak
1834,70,Renew,0,0,2,208.7,97,59,13.78,8,Tidak
1835,138,Renew,1,3.83,0,190.1,87,90.3,11.16,14.2,Tidak
1836,141,Renew,1,2.16,4,185.4,87,68.6,8.93,8,Tidak
1837,112,Renew,1,2.62,0,183.2,95,79.2,12.64,9.7,Tidak
1838,117,NotRenew,0,0,1,54.2,100,35,15.16,8.6,Ya
1839,1,Renew,1,2.19,1,208,115,73.9,9.25,8.1,Tidak
1840,70,Renew,0,0,1,230.3,110,46,3.9,13.2,Tidak
1841,87,Renew,1,1.92,2,240.8,102,67.2,3.8,7.1,Tidak
1842,52,Renew,1,1.43,2,195.7,119,57.3,5.31,5.3,Tidak
1843,97,Renew,0,0.4,0,276.1,82,69,10.06,8.9,Ya
1844,105,Renew,0,0,2,166.1,93,44,8.8,16.2,Tidak
1845,77,Renew,1,3.11,4,135.9,117,75.1,12.23,11.5,Ya
1846,80,NotRenew,0,0,2,189.1,122,52,11.16,13.9,Ya
1847,120,Renew,1,3.11,1,177.9,117,77.1,8.76,11.5,Tidak
1848,54,Renew,1,3.38,2,143.9,73,76.8,10.52,12.5,Tidak
1849,148,NotRenew,0,0,2,148.2,138,39,7.98,8.6,Tidak
1850,119,Renew,0,0,2,287.1,115,63,7.97,13.9,Ya
1851,162,Renew,1,2.51,1,179.7,144,75.1,10.91,9.3,Ya
1852,85,Renew,0,0,5,165.8,96,45,9.5,10.9,Ya
1853,101,Renew,1,3.92,1,144.1,144,78.2,8.38,14.5,Tidak
1854,172,Renew,0,0,0,172.5,85,51,12.66,5.9,Tidak
1855,80,Renew,0,0,1,199.8,138,49,8.36,5.5,Tidak
1856,67,Renew,0,0,2,109.1,134,31,7.12,10.9,Tidak
1857,86,Renew,0,0,1,171.8,106,55,15.09,9.7,Tidak
1858,107,Renew,0,0,1,222.3,101,63,14.3,12.1,Ya
1859,133,Renew,0,0,0,245.8,102,65,13.24,11.2,Tidak
1860,116,Renew,0,0,0,164.6,110,51,13.53,8,Tidak
1861,63,Renew,0,0.36,0,211.7,107,63.6,13.59,7.4,Tidak
1862,119,NotRenew,1,2.08,0,147.2,103,59.8,8.01,7.7,Ya
1863,133,NotRenew,0,0,0,254.7,103,65,12.61,8,Ya
1864,94,NotRenew,0,0,1,170.1,113,53,13.59,8.7,Tidak
1865,69,Renew,0,0.41,0,195.1,91,60.1,13.08,11.4,Tidak
1866,146,Renew,0,0,7,149.3,83,42,9.36,7.9,Ya
1867,119,Renew,0,0,2,81.9,75,36,12.69,8.9,Ya
1868,142,NotRenew,1,2.65,0,191.1,109,72.5,7.48,9.8,Tidak
1869,123,Renew,0,0,3,206.9,115,55,11.22,8.3,Tidak
1870,101,Renew,0,0,1,239,156,64,13.65,13.5,Ya
1871,43,Renew,0,0.35,0,179.3,97,55.5,12.64,8,Tidak
1872,69,Renew,0,0,0,185.3,91,51,10.96,5.5,Tidak
1873,15,NotRenew,0,0,2,141.4,80,35,6.2,8.1,Tidak
1874,107,Renew,1,3.24,1,248.6,91,85.4,5.97,12,Tidak
1875,67,Renew,0,0,2,152.5,131,48,12.62,4.9,Tidak
1876,99,Renew,0,0.28,1,145.6,102,47.8,11.55,11.4,Tidak
1877,46,Renew,0,0,1,164.2,116,45,9.81,8.1,Tidak
1878,55,NotRenew,0,0,1,221,115,52,8.27,9.7,Tidak
1879,39,Renew,0,0,1,295.4,126,70,11.61,11.5,Ya
1880,92,Renew,0,0,2,139.8,98,39,8.75,9.4,Tidak
1881,56,Renew,0,0.16,4,162.3,99,42.6,7.46,14.8,Ya
1882,76,Renew,0,0,0,272.7,97,67,11.82,7.7,Ya
